Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,21974.01521,23229.23586,21352.99933,23683.82326,22243.47213,21821.44527,23596.49007,21715.2072,22617.92137,25808.73672,23756.38195,24899.86031,24624.16173,26226.20267,26427.64444,25739.59517,25591.40722,25212.36937,25144.70619,25161.44427,24279.31528,26906.22032,26602.86833,25024.66664,24966.79764,24464.15954,24845.85591,24018.09563,23272.69193,22486.0595,22034.32786,21538.69146,21166.0249,21191.94094,21247.98695,21578.59985,21157.3349,20999.77383,21117.52344,21006.61967,20766.37871,20658.37782,20763.08851,20588.3465,19596.68344,19012.05333,18353.40248,18099.4799,18080.30796,18072.11379,18252.5142,18573.38493,19260.61953,19471.39011,19856.25906,18321.52796,18575.3862,19262.6132,
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,74708.79995,72868.22824,72624.6878,72891.75004,70516.73371,68635.69902,68745.31597,59182.71761,60078.75911,59153.93528,54947.71907,52164.38859,45824.56021,42558.6221,42265.88948,39376.64345,39691.99766,38204.66415,39012.31715,40007.54223,39989.17251,38048.55053,41028.80403,39256.67185,38649.29826,38466.42309,39076.88676,48836.84456,51473.11397,50850.81296,52157.76335,51565.04755,52606.17816,51987.09929,59634.73377,58757.99267,61985.69923,60261.43175,60478.90352,60730.12478,68253.06589,73493.26895,72870.3738,72012.54955,69723.72737,66984.9102,64233.26221,60551.02004,60080.69655,59621.38164,58476.19943,61022.5029,63428.36409,
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017.16139,4407.152765,4057.258351,4124.89766,4293.323332,4570.185131,4762.476701,4544.60623,4461.584274,4451.762071,4567.239677,4873.092814,5246.170437,5407.855513,6005.916377,6325.221288,6873.660723,7480.580786,8314.232335,7921.220019,7657.542379,8042.90342,8234.304602,8287.249657,8661.122035,8976.954489,9286.596151,10106.01761,10778.44835,11252.88562,10898.92142,11607.4026,12131.73625,12386.46144
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8105.89502,7849.519043,7432.021484,6345.912109,5798.914551,5071.742676,4862.646484,4686.862793,4760.339355,4515.509277,4819.380371,5323.666504,5618.955566,5910.171875,6370.453613,6856.678223,7323.385254,7949.896973,8640.40625,9093.700195,8381.868164,8755.120117,9120.820313,9464.010742,9601.537109,9493.8125,9277.713867,9269.319336,9418.914063,9674.787109,9882.024414,9632.325195,10206.94531,10030.03906,10420.57129
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,341.7884137,318.4580507,345.9809973,305.2399372,261.2702794,272.4880225,283.5103143,294.1135404,305.0686711,328.262223,337.3811377,331.3298207,322.5479857,323.9322213,318.996563,303.3067366,352.1369539,349.0188572,370.2216203,401.7260989,423.2442693,430.3086746,421.7534759,431.2235518,399.4825476,403.093111,410.033202,395.4487238,400.2759656,389.597067,371.0035704,353.66832,366.0506001,325.8355094,190.3307478,304.7015245,290.918246,290.1160589,305.9240593,315.4534363,337.627444,361.1985043,401.6029053,401.0735441,419.9713757,447.4246763,475.8576958,498.568769,539.5510116,558.3242715,583.8535944,614.3536917,651.2253551,665.9278469,690.3858445,733.8133793,758.8602361,769.2862019,814.7199604,870.6240988,821.3292614,889.1679909,939.7281495,994.2257551
South Asia,SAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,329.809809,335.7127888,339.0432102,348.6194693,366.863106,356.4846033,352.8262133,366.017164,374.1745652,386.7417952,400.3276167,394.1967301,378.8958399,384.5641905,385.0354881,402.1415045,403.3501542,418.7849604,434.3994757,413.7658667,430.546068,447.792344,454.3535672,473.2270836,481.7357238,496.2415723,508.2385142,517.9088852,548.5753313,565.0815984,582.4465565,581.8916526,602.3018287,614.3162792,636.5868123,665.7511392,695.9065392,707.1411697,730.8520869,770.3691,786.6181245,805.2434968,819.3518966,862.0597715,911.0194568,964.1140612,1021.246135,1077.935083,1097.430587,1156.700487,1223.853035,1267.331953,1316.92178,1377.526608,1453.105886,1539.594145,1639.439349,1725.063227,1812.810814,1862.634014,1757.512523,1892.059694,1993.217039,2098.845965
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8863.337404,9592.512121,10369.04873,10872.90819,11399.32338,12310.96669,12817.89411,13420.82653,13872.54083,14105.46646,20602.59622,23701.1983,27716.53456,32646.15695,35942.44764,31017.21231,34691.03775,35303.1095,31806.21824,33864.00445,34055.66227,33070.58744,24991.20238,20006.56976,18199.56637,15678.47166,17538.82864,15670.73068,16973.44608,16184.61668,17884.66493,19766.60037,19808.93508,18920.10001,18486.07413,18013.98098,17992.40725,17709.18575,17746.10763,16641.69646,17139.19299,16518.81894,15671.73379,17036.38231,17995.04936,18425.07952,18203.74178,17825.6413,18223.6736,17192.68162,17489.22927,18936.15596,19526.10952,19600.72384,19940.48314,20442.36256,20412.2318,20130.2156,20284.79568,20044.26861,19235.24227,20237.71314,21478.81653,21006.15117
Sudan,SDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,856.4225464,834.8945313,869.4644165,822.6243286,791.0092163,820.8999634,770.9587402,762.1535034,757.0928345,747.8449707,771.6273804,767.0723267,706.7705688,689.4698486,742.0354614,826.9519043,929.2071533,950.1676025,859.8488159,785.5965576,767.0008545,792.4266357,808.7556763,800.2286987,743.1213989,683.355835,706.270813,793.3123169,786.1686401,851.1085815,791.5892944,835.5509033,876.6524658,901.7171021,889.0375977,917.7624512,948.7102661,1094.549927,1116.265259,1123.289551,1160.337646,1201.351196,1239.504028,1282.817993,1312.673706,1347.445679,1392.075806,1425.59375,1434.083862,1351.802734,1362.701172,1449.436768,1352.869263,1347.475586,1371.696045,1355.126099,1359.174805,1324.982422,1248.957275,1186.906006,1112.72168,1062.831421,1025.321289,878.6567383
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1174.819175,1176.241296,1141.930962,1130.914369,1142.096278,1124.694523,1123.92938,1078.040947,1112.523019,1009.40535,1063.996691,1031.592407,1065.504966,976.799109,988.9470232,1034.713392,1098.025457,1042.980691,978.708556,1022.533575,1037.323898,1063.436521,1118.730023,1027.590536,1039.417148,1045.90769,1048.04622,1081.546844,1041.982913,1052.582932,1015.037107,1012.702741,997.7366456,983.9125893,957.688033,984.8240799,980.7745216,987.407914,1021.941896,1061.283157,1076.892305,1096.895422,1071.458451,1103.902887,1126.635512,1145.707636,1142.294956,1144.067823,1155.550931,1155.992059,1163.227588,1147.092961,1160.917539,1157.11513,1196.164308,1238.1264,1281.546121,1339.568001,1384.642075,1409.970821,1391.046955,1443.384543,1460.494903,1476.445172
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3611.953651,3777.394635,3951.76047,4239.992662,4004.458794,4214.509287,4529.52603,4984.784177,5562.320077,6237.250937,6997.199029,7722.864512,8590.608648,9325.566113,9732.727063,9974.220918,10572.5669,11141.5798,11863.69397,12834.16009,13953.89017,14737.30059,15106.25077,16186.91451,17280.37038,17149.3155,17396.02814,18986.7527,20595.97514,22031.89713,23272.70009,24132.71533,24973.43114,27139.95243,29220.27279,30379.89911,31349.31718,32835.25185,31043.10818,32557.04699,34890.08114,33597.86908,34598.82675,36709.7965,39856.63562,41798.48808,44159.41018,46178.81395,44601.57993,43331.87466,48752.05154,50713.53264,51679.35272,53298.97286,54681.93365,55645.60686,56899.48512,59414.65495,61216.12509,61333.65632,59144.35392,67638.64599,67948.89283,65422.46032
Solomon Islands,SLB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,2253.866622,2138.687518,2032.197884,2040.369255,1975.427318,1849.72135,1785.634191,1875.088089,1840.690688,1861.66068,1846.208548,1899.663775,2078.893868,2099.951578,2205.160707,2358.500909,2328.934481,2243.824881,2211.020323,2142.107472,1790.373749,1608.941231,1527.93026,1590.705671,1674.551165,1757.889642,1790.033565,1814.049603,1884.486008,1895.009804,2030.660476,2129.032112,2127.580044,2182.876889,2153.335512,2134.805418,2197.988178,2210.91151,2217.817279,2203.962866,2079.540306,2082.667779,2084.347056,2099.029548
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,497.4184907,497.8172431,511.2832344,510.5809641,534.5951582,562.0935194,560.7132504,550.0725084,550.2692892,585.6696476,623.8725906,633.2266234,626.9194951,628.932887,638.6781038,637.2118172,622.7447627,611.3823236,613.9068217,628.9911309,646.2485191,651.4003783,668.5272373,640.4929092,652.0716061,603.7439331,596.3358645,622.4594792,562.9393569,553.0131678,549.5748054,555.719369,458.0757059,465.0075009,453.9164276,416.7161348,421.7597054,391.7765201,394.7420044,384.7526852,400.5989343,354.0893913,423.3409816,445.2303594,458.446874,465.7784047,475.1571473,501.8810167,515.9835752,518.1679044,537.3789764,554.5386429,622.2567682,734.3541688,748.9284173,581.2934118,603.408938,611.0839948,617.5295194,634.9856157,608.3381202,619.2692233,626.9020435,634.7371896
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,2653.550905,2767.898975,2841.676523,2858.131494,2884.280525,2897.824941,2937.457992,3043.212541,3115.26903,3204.561786,3223.248693,3312.752298,3462.726782,3571.671765,3355.57259,2776.58408,2594.61457,2404.12399,2394.39287,2379.412492,2347.620332,2307.694788,2320.566624,2316.945135,2294.729286,2362.444301,2356.517438,2480.594315,2588.198817,2680.105124,2780.048977,2778.945718,2843.828831,2898.200506,2941.483052,2957.371867,2968.631542,3003.698336,3042.83465,3065.418788,3146.470377,3284.772129,3340.095412,3398.577469,3314.2985,3373.043811,3487.031188,3573.7859,3637.422731,3686.095562,3761.51368,3845.022493,3921.315863,4009.716557,4104.917892,3773.393674,4208.271846,4310.910799,4442.24966
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48795.34863,51629.3713,55433.6491,55756.96229,57764.65947,56630.71594,57524.16306,59123.7886,59705.92264,61059.47689,64511.07422,63502.12675,56289.85687,52284.54438,46628.6847,42510.57548,41983.42947,41558.69882,42281.81125,42935.41734,42765.69982,43277.50141,44143.04564,41415.66696,45269.47405,,
Somalia,SOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,421.1905693,397.0869052,414.3334369,415.0763436,379.7457307,347.9926335,369.9114076,381.8525858,379.6091701,363.5997807,370.477594,368.7462933,412.8260022,353.282737,347.0131749,388.3623498,371.9070728,411.6622939,405.6177215,340.4218037,318.0956727,335.5890788,343.8975101,294.6452381,293.4464434,308.7300895,289.9508655,308.0775666,318.4898564,336.4949673,346.1098873,370.4207639,355.0388129,358.4672503,280.1433206,281.1781495,293.1693636,286.5871045,293.234211,302.3975353,311.3839188,320.6814673,332.6678322,345.3126065,356.7385981,369.3295029,381.701006,395.0513344,409.4627156,426.2528287,443.5713114,465.8978822,488.1566212,459.7040743,477.3395695,507.4829155,520.0699979,547.6226591,543.9775807,543.612617,511.8798088,512.448926,509.075021,509.0799896
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.246348,2958.400126,3180.513323,3299.259478,2999.168618,3193.259003,3418.78954,3640.275027,3808.094103,4161.595203,4404.959875,4648.19702,4967.619716,5270.958323,5147.568973,5206.086761,5354.200429,5343.578825,5524.967865,5462.734775,5588.979444,5805.898062,5959.521304,6261.5257,6567.908055,6552.084391,7125.218582,7493.161802,7736.463852
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1138.894447,1124.118148,1162.84498,1205.562776,1234.206766,1259.426543,1252.604897,1211.608412,1217.463147,1292.877771,1357.827954,1424.678336,1428.470656,1450.394586,1517.425737,1471.388827,1504.568474,1504.008908,1458.619026,1471.631033,1483.770432,1429.530796,1370.768989,1297.823048,1290.715383,1279.892757,1267.529451,1267.874124,1287.6494,1281.303529,1275.580753,1246.033489,1208.6554,1166.683298,1148.041621,1155.515075,1182.911481,1199.618157,1198.503042,1193.673437,1203.287753,1221.238316,1264.622116,1281.399419,1329.947685,1372.396818,1416.439843,1463.01347,1497.228695,1502.962993,1549.794576,1574.322766,1581.805062,1617.525942,1650.676795,1653.005847,1629.037214,1625.923227,1627.063719,1626.884902,1553.828341,1579.190923,1596.280998,1602.80847
South Sudan,SSD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287.565049,2297.362951,2302.520294,2082.359964,1074.654868,1171.482379,1199.421045,1071.777765,,,,,,,,
Sub-Saharan Africa,SSF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1139.240864,1124.420884,1163.171586,1205.924857,1234.583589,1259.772156,1253.026482,1212.025621,1217.914008,1293.290384,1358.269491,1425.204668,1429.027634,1451.005099,1518.008144,1471.986675,1505.284865,1504.632679,1459.433616,1472.591364,1484.631316,1430.33031,1371.531875,1298.570358,1291.482155,1280.735816,1268.356792,1268.718433,1288.520285,1282.25726,1276.59133,1247.051173,1209.734849,1167.826281,1149.122548,1156.570319,1184.051387,1200.879649,1199.763782,1194.925383,1204.563017,1222.445614,1265.803404,1282.471357,1330.950925,1373.469458,1417.588363,1464.238131,1498.374966,1504.045532,1550.892855,1575.509174,1582.997843,1618.696836,1651.863099,1654.272807,1630.438299,1627.391265,1628.56963,1628.439066,1555.153469,1580.487221,1597.725296,1604.265968
Small states,SST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,5085.688386,4939.206956,5482.667852,5870.765007,6130.636354,6644.002546,6573.250539,6256.575852,6173.481199,6156.594923,6356.655051,6365.012914,6460.765906,6662.789093,6824.38711,6951.974333,7050.102034,6965.590136,6891.104447,6988.407094,7121.979751,7360.245857,7551.26464,7756.749441,7978.41654,8106.412661,8460.369384,8578.285717,8731.968021,8954.426894,9228.692595,9506.453352,9916.245335,10309.45681,10342.66323,9867.951861,9993.07119,10182.48292,10256.57034,10288.60552,10401.11733,10568.2407,10783.52669,11103.83952,11376.32499,11644.29357,10805.87989,11452.19281,12203.98101,12626.81867
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,985.6377845,1017.080039,1019.673144,1015.347477,1051.172981,1083.913513,1076.153691,1295.494727,1299.0772,1473.87993,1425.051683,1252.813353,1269.025581,1199.435777,1107.182546,1186.197598,1092.834891,1035.683303,1029.603605,1035.375101,988.6908214,978.2830978,965.0282835,956.3563245,958.8155682,960.2732776,957.8703605,951.643562,960.5437537,970.5466508,961.9687334,974.2029489,982.8600862,1037.212614,1047.111079,1088.871594,1156.478714,1169.516832,1212.668861,1223.71346,1214.1063,1212.381876,1222.564406,1259.732433,1296.511598,1292.733055,1336.347009,1368.54515,1406.103382,1412.66966,1422.948828,1420.950296,1395.157528,1361.73245
Suriname,SUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3874.343839,3920.478873,3927.533929,3994.494254,4103.926517,4442.05778,5118.409604,5546.078511,5768.676797,5829.029329,5792.600558,5832.625985,5717.373545,5631.431798,5679.925783,5874.431951,6439.100042,7158.807906,7709.723338,7755.318052,7115.274493,7605.31372,7258.294815,6936.227923,6747.388698,6801.384747,6764.920344,6273.624855,6674.305799,6848.679115,6470.829997,6594.02107,6564.532953,6083.324529,6228.619692,6114.767365,6045.89409,6262.766599,6283.84926,6081.178857,6098.186077,6244.848607,6312.568164,6602.182887,7068.076109,7305.327267,7642.651015,7943.178946,8179.463155,8331.578841,8664.45727,9070.515565,9214.991817,9387.149606,9316.391985,8907.837258,8383.230039,8426.030498,8751.283977,8756.330289,7275.511596,7029.771618,7141.960436,7229.409647
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8360.77571,7136.76161,6654.904127,6755.598946,7146.602683,7542.111028,8024.387531,8484.220777,8818.210826,8799.885876,8914.598984,9221.521861,9640.865301,10177.72142,10717.17317,11425.90015,12395.75218,13734.45555,14487.70653,13679.08441,14584.26068,14954.57798,15126.0353,15205.39558,15600.36717,16390.88217,16687.98446,17151.65248,17818.23411,18240.99372,17618.50134,18498.36027,18898.04284,19217.47398
Slovenia,SVN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13612.84836,12393.4255,11733.48652,12095.90904,12755.06519,13276.07309,13709.87743,14421.57532,14927.0345,15711.81638,16240.65689,16736.6666,17301.93381,17803.37798,18567.56221,19239.39991,20280.1519,21574.75344,22296.705,20428.16986,20612.58953,20746.98841,20157.00525,19922.47429,20453.83339,20890.16643,21541.17642,22563.75894,23483.52912,24142.08957,22963.93341,24786.79121,25349.75855,25643.35229
Sweden,SWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16651.93663,17515.27605,18160.81994,19020.90545,20167.11647,20741.52834,20974.66095,21514.83706,22172.695,23120.29283,24388.29821,24449.86278,24935.66232,25880.45762,26630.77992,27202.34389,27390.37686,26857.5992,27248.57434,28233.24177,28654.97106,28750.80383,29093.16132,29632.69838,30857.97054,31472.59161,32244.54272,33214.95763,33908.73855,34577.48373,34570.30573,33941.98518,33352.53836,32474.42991,33511.64872,34648.11892,35139.40299,36197.63421,37737.46228,39309.597,41117.15243,41601.30768,42377.11964,43194.92617,44891.32321,45990.37433,47864.81086,49145.19583,48544.11589,46043.48094,48369.91004,49539.97261,48885.54842,49048.81875,49855.30101,51545.48361,51955.86107,52576.81028,52983.00686,53490.35182,51952.67313,54816.00585,55894.16194,55521.43275
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,946.2465852,1047.790448,1074.857082,1139.722623,1171.177773,1295.030227,1229.173532,1202.959414,1179.961199,1177.009161,1280.477243,1425.92063,1401.18989,1372.465628,1410.141117,1411.323887,1524.19828,1681.166818,1710.958849,1858.14342,2174.806136,2124.287387,2108.790776,2109.787568,2159.789192,2264.402469,2303.064322,2333.427161,2359.833931,2397.950538,2411.444924,2411.373859,2494.44754,2571.688071,2647.463243,2790.250788,2941.396842,3054.082429,3062.614991,3096.296069,3199.053542,3254.813373,3411.719361,3521.669337,3530.360904,3583.31129,3594.167067,3638.768782,3696.35985,3766.062999,3672.65335,4025.42383,4012.94045,4175.459321
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36729.70966,38107.62759,40600.92431,39733.49983,38089.81527,37584.98045,36519.99266,36715.49168,34280.34548,31668.13632,34507.72011,29391.99089,30467.12223,33305.63186,34207.95128
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3169.871936,2931.522958,3094.823232,3322.942605,3432.560455,3311.93105,3679.300508,3608.07515,3787.787086,3698.743528,3934.107459,4466.487021,4635.195301,4978.196661,4952.094337,4992.676352,5689.075064,5226.172704,6294.513802,7226.368412,6795.442134,6453.044413,6282.312434,6251.168373,6481.833123,7091.310697,7100.937354,7137.556036,7489.740299,8210.90697,8779.852313,8902.837988,9497.755411,9981.244604,9481.880527,9388.819677,10177.09047,11284.84598,11339.34813,11326.93861,11703.75352,11427.94131,11218.26065,10677.96921,10412.08689,11297.31182,12105.44753,13112.82101,12473.29218,12116.37837,12313.55669,13843.71161,14135.00106,14050.31356,14395.61581,15333.10517,16962.6754,17921.5732,18628.18623,19481.64611,17048.36173,17005.04221,16188.78133,16715.26509
Syrian Arab Republic,SYR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,524.1733196,563.7394211,681.4023548,603.9056812,639.9068631,634.4270936,567.4900141,594.8900984,597.3065644,686.3493319,651.8486053,686.4032475,833.2272319,721.0025552,876.7213694,985.7607189,1069.25779,1014.623935,1077.797299,1050.637136,1162.749687,1211.44757,1205.025032,1192.280033,1063.930764,1123.927313,999.7628708,982.9253389,1122.482809,938.9830628,944.6675696,987.3878009,1083.758971,1118.070738,1165.520844,1213.356897,1296.751553,1326.270888,1380.030564,1297.455166,1273.664982,1254.667607,1271.150576,1328.11595,1382.686906,1429.143519,1435.711944,1424.040065,1434.368656,1494.589226,1536.26737,1552.721133,1150.08203,891.3686359,856.1662339,857.4178848,812.6902785,805.9995763,802.4302094,781.3183335,754.5759393,744.6048849,,
Turks and Caicos Islands,TCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25240.41319,24009.41197,23173.61231,24190.68979,25783.2941,26417.95734,24724.46709,25077.5626,25432.85343,18118.18678,19386.5198,20323.14868,20406.72963
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,560.2965161,557.2777457,575.8493515,555.6859562,531.2865047,524.4271977,505.5069579,500.1147396,488.6379559,512.328893,511.576684,490.0381255,485.0613456,434.3568361,445.9198165,476.1539882,481.0489162,483.0382991,472.418495,363.5859371,341.1876851,344.6681968,346.3189841,381.1317584,384.0888008,463.3632641,431.3751322,406.5583629,453.9029121,460.3265687,429.2491463,449.2814379,465.1760124,383.2591445,412.8442771,399.999492,391.1730188,399.3881428,412.8431343,396.0118252,379.3515468,409.7036687,429.4269739,473.4680217,605.2393549,682.3538734,662.885505,661.7723647,658.8744606,662.9232528,727.5249451,703.1232151,739.3383648,754.1718133,777.9356811,774.4116031,703.4660071,660.1261338,653.3497615,652.703216,622.2785063,595.8495006,593.7719296,599.4683862
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,326.2833956,283.0291371,277.573974,288.0636852,311.4810079,336.7675756,353.9887183,340.1239078,337.2829752,365.7007281,403.8066175,419.7236732,429.5702939,454.3649294,461.8577087,484.0879303,489.2489932,517.1225668,555.7127519,585.1913022,619.4524454,643.8123325,673.5071346,713.4328659,772.0556717,819.7754267,863.6271561,926.6209457,999.3894769,1039.384009,1075.439918,1143.860009,1253.729905,1376.03223,1506.282921,1633.87731,1759.815224,1866.01232,1897.741057,1997.124483,2128.447458,2255.681294,2415.808601,2609.558348,2824.344787,3081.112451,3395.600959,3790.533826,4086.275546,4380.169487,4779.966051,5153.383888,5496.636823,5848.417243,6206.838658,6572.889553,6951.889248,7361.807177,7791.042644,8194.964748,8257.945233,8855.562821,9134.398123,9577.028553
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5477.557664,5364.707557,5020.34961,4523.457128,4299.643719,3928.907452,3918.574931,3952.461263,4063.388235,4034.788454,4135.271187,4443.473205,4562.688352,4795.143039,5090.711771,5487.514856,5847.0016,6298.687253,6773.898584,7057.168684,6701.867883,6981.59156,7358.959399,7578.377511,7796.028028,7937.909332,8014.504151,8121.813057,8431.583807,8705.989983,8898.25889,8743.867577,9374.897891,9659.416942,9992.535004
Togo,TGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,455.2589153,502.3197821,512.7080963,529.0871604,592.407935,666.0532504,704.6954426,715.078184,720.9428827,768.2337002,760.0634133,736.6541638,771.2270732,780.6574307,798.5377843,798.6725123,764.0344902,798.2686241,865.7809384,800.8677548,892.7564995,837.271342,781.2488568,714.5398503,729.5928942,746.0598093,735.2295145,716.9758194,741.8942252,749.4030691,725.9190579,700.1951882,653.3289544,558.4883027,639.9321034,659.9911458,691.4379698,765.5921924,726.5102623,723.1822107,697.4445372,684.4113473,692.2880835,719.8040596,694.2891425,644.9283223,643.6901045,617.8972734,624.7601624,640.6970441,660.328526,680.4728705,704.7760055,726.9750039,748.7349264,770.1438074,782.8965624,794.4251003,812.4588107,832.1433943,828.6669269,857.7629144,886.2654391,921.6931295
Thailand,THA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,598.1496473,611.7448812,638.3366649,668.755339,693.0276593,727.2735879,784.2500248,827.0338622,868.6036729,899.4246158,973.9183257,993.3890169,1007.789155,1081.266558,1100.459752,1126.707397,1203.157087,1291.924955,1393.616783,1437.200486,1479.244582,1533.445421,1582.565463,1637.629731,1698.123797,1743.384392,1806.05042,1942.648093,2162.395392,2385.22782,2608.168363,2787.399525,2968.315088,3166.704154,3371.285825,3595.064582,3748.656405,3598.931085,3283.480651,3395.260823,3511.440361,3599.095872,3786.338111,4023.813196,4241.901973,4385.280806,4568.55642,4780.303386,4826.577161,4758.933555,5082.253593,5091.958016,5425.685174,5537.742322,5561.697616,5708.794091,5878.75394,6099.198026,6336.239677,6453.89408,6049.187611,6133.286018,6275.926584,6384.807181
Tajikistan,TJK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,1405.015788,1412.464432,1353.755717,1495.450325,1354.603545,1308.320318,1185.144833,826.5907735,683.5854138,529.9929183,455.3855644,371.8302206,373.0440966,390.3278964,402.6259258,430.3409804,461.5779646,501.034884,545.2518561,590.0311239,617.9388304,649.1770342,687.0621061,727.5512853,741.3541286,773.6738719,813.5233946,855.6800407,898.6442676,937.0034121,970.3625472,1013.391175,1060.996823,1116.293021,1172.079054,1197.210625,1281.960844,1356.317214,1441.268061
Turkmenistan,TKM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.785546,2876.977463,2681.383442,3533.601132,3281.341436,2715.93204,2684.652386,2165.773337,1965.33491,2060.704099,1799.600437,1897.864671,2176.842205,2261.699865,2326.360257,2300.639187,2345.879183,2432.108462,2711.98325,2968.113161,3249.877747,3672.654739,3835.859959,4119.571799,4643.316541,5066.231736,5481.156834,5935.697157,6208.296655,6478.47003,6784.174349,7089.941805,7422.362521,7744.564032,8106.168651,8489.722266,8906.395648
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3340.491993,3445.98446,3491.376058,3459.731845,3609.587935,3707.692507,3784.92722,3843.773822,4013.507865,4176.896766,4339.467194,4524.567534,4735.20218,4996.740806,5195.024716,5256.654842,5411.652428,5536.167008,5643.930552,5923.681029,6189.640534,6110.821637,5959.996318,5689.434228,5777.427255,5838.714035,5924.229778,6004.125414,5910.991089,5893.952661,5768.43172,5847.207329,5902.179705,6070.792186,6281.997401,6217.17954,6356.490398,6594.544107,6681.213165,6608.238211,6743.284887,6661.512529,6597.486764,6674.867502,6941.078098,7129.667337,7411.72975,7716.003091,7918.263557,7647.085847,8070.457381,8342.205536,8465.323066,8611.059011,8637.594373,8577.804211,8460.486519,8542.292337,8602.308032,8585.968008,7956.869678,8469.687808,8748.722323,8872.245148
